track_id,name,album,artist,release_date,length,popularity_x,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genres,followers,popularity_y
2SrTIQZs2Dzv9WC538a8xM,So Caught Up,Run Home Slow,The Teskey Brothers,2019-08-02,228553,56,0.745,0.301,0.692,0.00056,0.303,-6.563,0.0261,99.053,4,['australian americana'],443116,62
6Oxs28sGtuS3RYlOmIu5K7,Stand For Myself,Stand For Myself,Yola,2021-07-30,253253,48,0.421,0.0191,0.645,0.0,0.127,-5.357,0.0405,172.916,4,"['black americana', 'folk', 'new americana', 'uk americana']",129565,48
3HQYZhbq8hhVxof8H5nqVF,The Weakness,The Weakness,Ruston Kelly,2023-01-17,208146,41,0.442,0.00115,0.655,0.0178,0.121,-7.287,0.0283,150.075,4,['new americana'],52787,50
5BF1TNThRiA6fnfGkTxEfQ,Maestro (Tears Don't Lie),FEVER / SKY,Wilder Woods,2023-03-24,202040,54,0.601,0.00352,0.939,8.51e-05,0.35,-5.33,0.0491,120.018,4,[],59037,53
5hqTZiZ6Kj3QOvhhr27W3L,We're All Gonna Die (with Noah Kahan),Proof Of Life,Joy Oladokun,2023-04-28,179202,54,0.511,0.144,0.747,0.0,0.232,-5.551,0.042,95.034,4,"['black americana', 'la pop']",141788,61
6Ehy2SxoGNmLoJQxGUr9fq,Faithless,Faithless,The Airborne Toxic Event,2022-02-22,250565,42,0.456,0.00145,0.937,0.0,0.11,-3.729,0.0581,139.076,4,"['la indie', 'metropopolis']",220321,47
6xG16hC00oaRLRIY28PnGr,Miles And Miles - Single Version,Life and Life Only,The Heavy Heavy,2022-06-01,220961,37,0.564,0.0351,0.946,0.00253,0.641,-6.078,0.0316,148.158,4,[],14222,45
0mSC7Ff27U8lEdMur3lQe4,The Weakness,The Weakness,Ruston Kelly,2023-04-07,208146,44,0.442,0.00115,0.655,0.0178,0.121,-7.287,0.0283,150.075,4,['new americana'],52787,50
0nys6GusuHnjSYLW0PYYb7,Chaise Longue,Wet Leg,Wet Leg,2022-04-08,196905,67,0.684,0.00135,0.749,0.111,0.141,-6.565,0.06,160.021,4,"['crank wave', 'indie rock']",521160,62
1VSngtLdJhrlfHkLxTyOXK,King,King,Florence + The Machine,2022-02-23,280130,61,0.73,0.142,0.445,0.00109,0.107,-8.376,0.0446,105.976,4,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",6393351,77
0uCIjbxBRNceKKdJg5FpzK,New York Comeback,New York Comeback,Lucinda Williams,2023-04-04,254468,44,0.523,0.146,0.637,0.00931,0.0799,-6.168,0.034,114.658,4,"['alternative country', 'folk', 'heartland rock', 'outlaw country', 'roots rock', 'singer-songwriter']",226937,52
1MHYAqWWdDRePmnqORynrq,Kathleen,The Balcony,Catfish and the Bottlemen,2014-09-15,160886,69,0.489,0.000369,0.892,0.00293,0.411,-4.757,0.0786,137.93,4,"['modern alternative rock', 'modern rock', 'stomp pop', 'welsh rock']",988259,63
09DR0sHnQUhHOiSNttc1mv,Not Strong Enough,the record,boygenius,2023-03-31,234933,78,0.508,0.00261,0.797,7.56e-06,0.0916,-5.854,0.0411,126.982,4,['indie pop'],336757,71
63JU4kHsgytIKkSM4tedme,Everything's Electric,Everything's Electric,Liam Gallagher,2022-02-04,216859,56,0.409,0.00435,0.969,0.000124,0.0602,-2.423,0.0706,166.02,4,"['britpop', 'britpop revival', 'solo wave']",1019306,57
51Lf3l6wx008NdBxCQnD6B,Ode to a Conversation Stuck in Your Throat,Del Water Gap,Del Water Gap,2021-10-08,199232,70,0.57,0.0598,0.804,8.96e-05,0.187,-6.782,0.0701,87.533,4,"['deep new americana', 'indie pop', 'pov: indie']",126044,57
47cNDW1xyM03mT2kseO41a,Pretty Pimpin,b'lieve i'm goin down...,Kurt Vile,2015-09-25,298760,62,0.566,0.0945,0.663,0.294,0.0915,-9.068,0.0278,91.108,4,"['alternative rock', 'art pop', 'chamber pop', 'indie rock', 'modern folk rock', 'neo-psychedelic', 'noise pop', 'philly indie', 'singer-songwriter', 'stomp and holler']",486619,55
6FzhHrUtyl7jWFccWxNFSS,Wings Of Time - From the Motion Picture Dungeons & Dragons: Honor Among Thieves,Wings Of Time (From the Motion Picture Dungeons & Dragons: Honor Among Thieves),Tame Impala,2023-03-10,168786,65,0.653,0.0121,0.806,0.00319,0.128,-5.603,0.0468,127.946,4,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",6565103,80
3xKsGYkJKy0bbQuUHRYrei,My Honest Face,It Won't Always Be Like This,Inhaler,2021-07-09,272666,60,0.419,0.000326,0.969,0.000674,0.0927,-4.172,0.0979,159.989,4,['dublin indie'],314288,58
7l987hjMH9FBNXBE93Hrs7,WHERE WE ARE,BRIGHTSIDE,The Lumineers,2022-01-14,172800,66,0.573,0.759,0.507,1.37e-06,0.377,-8.084,0.0342,123.183,4,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",5130291,76
2SGkIE5YRgm8znklaCArE4,Spit Of You,Spit Of You,Sam Fender,2021-09-27,273026,52,0.387,0.00135,0.759,0.00198,0.106,-5.933,0.0295,84.744,4,['north east england indie'],752728,67
3HFvMIvCBNGkypFCQUHjyV,Supernatural,Supernatural,Barns Courtney,2022-09-09,167287,64,0.579,0.0265,0.846,0.0,0.0418,-3.929,0.0329,98.019,4,['modern alternative rock'],498381,62
5Uou8idst1XJc0F6MRAk5S,I Don't Live Here Anymore (feat. Lucius),I Don’t Live Here Anymore,The War On Drugs,2021-10-29,327546,61,0.476,0.00327,0.867,3.42e-06,0.0962,-3.982,0.037,110.026,4,"['chamber pop', 'indie rock', 'modern rock', 'philly indie']",882473,60
55meRTYBw8S5q7KF3DkjL7,The Bandit,"The Bandit / 100,000 People",Kings of Leon,2021-01-07,250961,52,0.394,0.00863,0.833,0.811,0.109,-5.18,0.042,145.082,4,"['modern rock', 'rock']",5217986,74
5zMxLq47V3Gr0LlFvxiFXS,Growing/Dying,Waiting to Spill,The Backseat Lovers,2022-10-28,212093,61,0.476,0.0176,0.411,0.0464,0.0856,-7.731,0.0264,89.307,4,"['pov: indie', 'slc indie']",470245,68
5LgguaX9k42ruNIHNZA6Re,Out of My Head,Palomino,First Aid Kit,2022-11-04,213186,60,0.566,0.0269,0.751,2.41e-06,0.0987,-4.995,0.0357,118.022,4,"['swedish americana', 'swedish country']",1161214,62
2NbS9E0ZZKAMJAppj8P53N,Weird Goodbyes (feat. Bon Iver),Weird Goodbyes (feat. Bon Iver),The National,2022-08-22,303173,65,0.523,0.295,0.555,0.000859,0.0812,-7.761,0.0776,99.641,4,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",1517738,71
19nEbLE6eLXatpuMw3rdtM,Nightshift,Only the Strong Survive,Bruce Springsteen,2022-11-11,296906,57,0.683,0.34,0.611,0.00115,0.0834,-6.416,0.0307,105.26,4,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",5613071,76
4tY0EKwHcKv09vUMkx02vz,Headspace,Headspace,Indio Downey,2022-06-24,196487,34,0.533,0.000164,0.812,0.00267,0.554,-3.374,0.032,130.051,4,[],2532,16
4MDDOpA7BwGDjYclTmCTVw,Wake Me Up,Wake Me Up,Foals,2021-11-04,263658,51,0.651,0.00407,0.949,0.00695,0.1,-3.385,0.0508,120.02,4,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'oxford indie', 'rock']",1344166,64
5uXWyJvnSIot8vVu8M4GGj,Easy Now,Easy Now,Noel Gallagher's High Flying Birds,2023-01-17,233164,57,0.288,0.156,0.764,0.0062,0.111,-3.939,0.0368,160.063,4,['britpop'],837067,59
19ug3juWuv5wxSNZzTnFZ5,The Tipping Point,The Tipping Point,Tears For Fears,2022-02-25,253226,50,0.557,0.0397,0.89,0.114,0.172,-7.552,0.0605,151.989,3,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",2839185,73
3KNa3a7r6bw3SGI27Syuxn,Blood Runs Red,Blood Runs Red,Matt Maeson,2022-05-18,218826,48,0.258,0.0368,0.814,0.0,0.0898,-4.592,0.127,59.021,4,['pov: indie'],415196,64
6LKvzEJQTIm2RrWAMPwQH6,If We Were Vampires (feat. Wesley Schultz) - Spotify Singles,Spotify Singles,Noah Kahan,2023-05-10,217873,72,0.456,0.902,0.207,0.0,0.105,-11.655,0.041,99.399,4,['pov: indie'],863882,76
507bYMYfbm6sUS9iEAaeSd,Broken,Disclaimer II,Seether,2004-01-01,258333,72,0.448,0.0102,0.61,0.000491,0.135,-2.695,0.0342,123.762,4,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",3184313,69
6bo13cPb5M0B6LhQEl0A3E,Times Like These,AfterLife,Five Finger Death Punch,2022-08-19,209976,67,0.437,0.0102,0.935,0.0,0.135,-4.278,0.0675,73.722,4,"['alternative metal', 'groove metal', 'nu metal']",6064082,74
19dNZyDyw00aKgr6S0Os6e,Lifetime,EXPLOSIONS,Three Days Grace,2022-05-06,176226,64,0.413,0.0012,0.684,0.0,0.16,-2.878,0.0348,129.975,4,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",5636777,74
58AwxWLaRHn2lTqqH9dLkU,The Reason,Best Of,Hoobastank,2010-01-01,232706,55,0.467,0.0128,0.644,0.0,0.136,-5.677,0.0285,82.915,4,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",2356089,66
1Ame8XTX6QHY0l0ahqUhgv,THE LONELIEST,THE LONELIEST,Måneskin,2022-10-07,247067,80,0.519,0.00151,0.595,0.0,0.0762,-5.001,0.0283,129.786,4,"['indie rock italiano', 'italian pop', 'pop']",7404365,80
6LleMnUceskUsmszoOlODl,Daylight,Daylight,Shinedown,2022-06-01,240895,57,0.258,0.424,0.539,1.32e-05,0.0874,-5.853,0.0342,180.583,3,"['alternative metal', 'nu metal', 'post-grunge']",3841368,71
3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,Away From The Sun,3 Doors Down,2002-11-12,238733,78,0.557,0.0492,0.533,0.0,0.205,-6.817,0.0252,143.994,4,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",4088644,70
4UzVcXufOhGUwF56HT7b8M,My Immortal,Fallen,Evanescence,2003-03-04,262533,76,0.19,0.863,0.265,0.0,0.134,-9.206,0.0356,79.012,4,['alternative metal'],3866738,72
7lGKEWMXVWWTt3X71Bv44I,Unsteady,VHS,X Ambassadors,2015-06-30,193546,74,0.389,0.178,0.665,0.000732,0.116,-6.169,0.0644,117.055,4,"['modern alternative rock', 'modern rock', 'stomp pop']",2876615,72
1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,Immortalized,Disturbed,2015-08-21,248466,73,0.322,0.468,0.28,1.1e-06,0.102,-9.367,0.0281,85.794,4,"['alternative metal', 'nu metal', 'rap metal', 'rock']",6024585,73
1yvArCvZLTHiawRdWKSAWj,I’m a Mess (with YUNGBLUD),I’m a Mess (with YUNGBLUD),Avril Lavigne,2022-11-03,187793,62,0.467,0.007,0.667,0.0,0.155,-4.386,0.0315,91.057,4,"['canadian pop', 'candy pop', 'pop']",9909286,76
1vNoA9F5ASnlBISFekDmg3,Zombie,Zombie,Bad Wolves,2018-01-19,254805,70,0.448,0.00756,0.826,0.0,0.117,-3.244,0.0319,77.093,4,"['alternative metal', 'metal', 'post-grunge']",625343,62
40LQiUUUKXVGyNs09lHVjW,Lips Of An Angel,Extreme Behavior,Hinder,2005-01-01,261853,74,0.476,0.0217,0.736,1.08e-06,0.203,-5.38,0.0343,129.084,4,"['alternative metal', 'nu metal', 'post-grunge']",1770297,61
3HE50TVRquwXe9yv2HFoNL,Never Too Late,One-X,Three Days Grace,2006-06-25,209333,72,0.433,0.00838,0.778,0.0,0.163,-4.68,0.0371,149.864,4,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",5636777,74
4YwXnWv3lnSFxpW9bO18hJ,Raise Your Horns,Back From the Dead,Halestorm,2022-05-06,198799,49,0.435,0.625,0.38,0.0,0.11,-5.776,0.0349,99.406,3,"['alternative metal', 'nu metal', 'post-grunge']",1348360,63
3QmesrvdbPjwf7i40nht1D,Everlong - Acoustic Version,Greatest Hits,Foo Fighters,2009-11-03,250906,70,0.643,0.909,0.344,0.0112,0.106,-11.342,0.0349,144.171,4,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",10980572,78
4QJLKU75Rg4558f4LbDBRi,If Today Was Your Last Day,Dark Horse,Nickelback,2008-10-28,249066,69,0.485,8.67e-05,0.911,0.0,0.092,-5.749,0.0355,89.956,4,"['alternative metal', 'canadian rock', 'post-grunge']",6334745,76
32BEasyNQgqXQJKoVa0fUw,Black Smoke Rising,From The Fires,Greta Van Fleet,2017-11-10,259893,70,0.558,0.197,0.902,0.000148,0.0852,-4.018,0.0464,100.027,4,"['modern blues rock', 'modern hard rock', 'rock']",2341760,69
0eKyHwckh9vQb8ncZ2DXCs,With Arms Wide Open,Human Clay,Creed,1999-01-01,274800,67,0.41,0.00425,0.539,0.00089,0.117,-8.412,0.0302,138.852,4,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2948271,67
7FLVnDMOZXKRFgRM3C4aUG,Hurricane,This Is War,Thirty Seconds To Mars,2009-01-01,372133,58,0.533,0.041,0.747,5.7e-06,0.261,-5.678,0.0443,124.97,4,"['modern rock', 'post-grunge']",3347565,68
5fpq1wF8xa5tSSlcKHdmGQ,sTraNgeRs,sTraNgeRs,Bring Me The Horizon,2022-07-06,195747,75,0.346,0.000231,0.939,0.0,0.433,-3.061,0.182,183.147,3,"['melodic metalcore', 'metalcore', 'modern rock', 'pop punk', 'rock', 'uk metalcore']",4845721,78
7mXmxXLAnsvXKt4Q37KoMI,Over You,Daughtry,Daughtry,2006-11-20,204853,61,0.423,0.017,0.922,0.0,0.102,-2.6,0.0411,156.046,4,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",2029228,64
6GqqGv8frU7kqzXkm2rewI,A Little Bit Off,F8,Five Finger Death Punch,2020-02-28,190718,72,0.664,0.00839,0.828,0.0,0.294,-6.053,0.0404,103.985,4,"['alternative metal', 'groove metal', 'nu metal']",6064082,74
6UFhNbE4sLRUoM52kC4Xl4,Wicked Game - Acoustic; Live,Come What(ever) May [Special Edition],Stone Sour,2006-07-24,267253,48,0.561,0.644,0.337,8.79e-05,0.67,-9.272,0.0284,109.373,4,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2733755,63
02oW7CYWjfiCs1rZs7GNes,All I Need,The Heart Of Everything,Within Temptation,2007-03-09,290946,57,0.234,0.199,0.73,4.77e-06,0.13,-4.854,0.0446,152.972,3,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'symphonic metal']",1161856,62
6eEYGGFfFbtKHCgJM4uh9v,Ordinary Man (feat. Elton John),Ordinary Man (feat. Elton John),Ozzy Osbourne,2020-01-10,301730,56,0.428,0.0665,0.599,9.86e-06,0.137,-2.135,0.0286,125.83,4,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nu metal', 'rock']",4798121,71
2nBWxgSZ79w9l6t2rUg6pl,Call Me,The Sound of Madness,Shinedown,2008-06-24,222200,64,0.413,0.438,0.445,0.0,0.111,-7.259,0.025,95.562,4,"['alternative metal', 'nu metal', 'post-grunge']",3841368,71
6GrrkiCRO3HYdgRpO4eKEL,Swing Life Away,Siren Song Of The Counter-Culture,Rise Against,2004-01-01,200066,60,0.477,0.544,0.426,0.0,0.0903,-6.961,0.043,184.866,3,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']",2628579,71
2Xv7xN6e5UJxRGwPWN0vYK,The Last Man On Earth,Blue Weekend,Wolf Alice,2021-06-04,261213,42,0.259,0.335,0.284,0.112,0.115,-8.622,0.0332,144.493,4,"['indie rock', 'modern alternative rock', 'modern rock']",624603,60
7kxfWvj6u9oWQ5C36kMtGb,Watch Over You,Blackbird,Alter Bridge,2007-01-01,259133,60,0.276,0.0836,0.658,0.000553,0.161,-5.418,0.0329,172.326,4,"['alternative metal', 'nu metal', 'post-grunge']",1054132,61
18xmRkPWE0sGUzFyNNAAhN,Dying in LA,Pray for the Wicked,Panic! At The Disco,2018-06-22,229053,57,0.346,0.876,0.35,1.98e-06,0.0708,-4.988,0.0328,126.444,4,['pop'],11850517,77
0fxGA5lxrdYNYoE7yJxTNZ,My December,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,260560,61,0.73,0.375,0.585,0.0101,0.147,-9.274,0.0238,100.021,4,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",23575709,85
0AfIsqZ4gTUg9CwwW2jLeK,Bother,Stone Sour,Stone Sour,2002-08-19,240400,65,0.272,0.388,0.281,2.29e-05,0.158,-7.634,0.0287,89.914,4,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2733755,63
0EbnUc05YEKhZRKgbrZWpq,Sorry,15,Buckcherry,2006-04-11,228386,61,0.54,0.0315,0.773,0.0,0.176,-3.627,0.0288,130.952,4,"['alternative metal', 'glam metal', 'hard rock', 'nu metal', 'post-grunge', 'sleaze rock']",744351,57
7HjNOz8Y7H7uSySXuHNg1Y,Ashes of Eden,Dark Before Dawn,Breaking Benjamin,2015-06-23,293640,61,0.241,0.0561,0.534,2.13e-06,0.103,-7.207,0.0321,159.974,4,"['alternative metal', 'nu metal', 'post-grunge']",4341640,71
6iv3Fclf4l11hQGYs8KbGc,Re-arrange,Ellipsis,Biffy Clyro,2016-01-13,217933,36,0.634,0.0601,0.746,1.51e-05,0.103,-8.574,0.0352,134.048,4,"['modern rock', 'scottish rock']",711679,57
51qppaTjmtD3fclww1e8W1,Hear Me Now (feat. DIAMANTE),Hear Me Now (feat. DIAMANTE),Bad Wolves,2018-04-20,219760,45,0.353,0.00327,0.856,0.0,0.144,-4.734,0.076,160.975,4,"['alternative metal', 'metal', 'post-grunge']",625343,62
7tDwiOA86rkQWR1E1TPpgD,Hold on to Memories,Evolution,Disturbed,2018-10-18,303613,56,0.547,0.00828,0.637,0.0,0.0702,-5.433,0.025,149.979,3,"['alternative metal', 'nu metal', 'rap metal', 'rock']",6024585,73
4hTg9q0AnxtH4yZKeRcMin,Hallelujah,Hallelujah,Theory of a Deadman,2016-11-11,283528,55,0.285,0.743,0.297,0.0,0.138,-9.259,0.0339,103.653,3,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",1979059,63
679zqcQuKakOGI93NPCqB8,Present Tense,No Code,Pearl Jam,1996-08-06,345786,56,0.403,0.403,0.272,0.17,0.0806,-13.492,0.0325,130.872,4,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",8228196,74
2E5avcbynGtL6rVHQihEdR,You - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-29,181093,62,0.447,0.333,0.539,0.0,0.892,-5.051,0.0317,113.225,4,['pop'],20919467,88
0XaPN9mU1BgLJZhuCxzc6T,You,Light Me Up,The Pretty Reckless,2010-01-01,212186,45,0.161,0.196,0.543,0.0801,0.137,-7.304,0.0284,78.371,4,"['alternative metal', 'candy pop']",1327994,59
4cZ6TAFCJEThyxwWZvBUQJ,Lifeless Stars,Lifeless Stars,Palaye Royale,2022-09-22,197129,49,0.487,0.0543,0.667,0.0,0.166,-6.254,0.026,81.53,4,"['modern alternative rock', 'vegas indie']",611700,62
5Kky5Fr02ofJwTnQCgzBFl,Houses of American Style,Houses of American Style,PÆRISH,2023-04-14,244767,54,0.326,3.82e-05,0.938,0.00351,0.717,-2.085,0.0466,82.984,4,"['french emo', 'modern alternative rock', 'rock alternatif francais']",11380,40
5IvLbjMiltRtWsjgteVyRW,More Than This,More Than This,The Luka State,2023-03-10,182100,38,0.443,2.58e-05,0.979,0.00332,0.298,-1.341,0.13,112.307,4,"['english indie rock', 'modern alternative rock']",32517,40
77MoMOxdBmjtIeC0oIbLoO,WHAT A MAN,GOOD LUCK,DEBBY FRIDAY,2023-03-24,202986,42,0.327,0.0711,0.9,0.00989,0.126,-3.981,0.108,129.704,4,"['canadian experimental', 'industrial pop', 'multidisciplinary']",8666,33
5lX4aJdcJj3pHYH9mgmWFS,Sunshine,Sunshine,Teenage Wrist,2023-04-12,194010,51,0.476,0.00185,0.966,0.0,0.369,-2.782,0.114,143.003,4,"['dreamo', 'grungegaze', 'modern alternative rock', 'post-grunge']",48279,43
0J4mhjqMTQjtdDDp92lZl5,Fallout,Fallout,Daphne's Couch,2021-10-22,166834,31,0.496,0.00327,0.788,0.0,0.121,-5.002,0.0465,122.022,4,[],2201,22
1UOkwtqARzu9QW4IMQjeO0,Hallelujah Moment,Burn The Empire,The Snuts,2022-09-30,135160,57,0.679,0.116,0.89,0.0,0.344,-4.371,0.0763,112.951,4,"['britpop revival', 'scottish indie rock']",124936,53
0kYMwaQWABTkFff8AZjmYI,Hayloft II,Inside (Deluxe),Mother Mother,2022-01-28,215040,76,0.326,0.0044,0.866,7.37e-06,0.0912,-4.541,0.101,178.181,4,"['pov: indie', 'vancouver indie']",3388231,72
6u8CUELC9atvWHvioAZeKI,Seven White Horses,Seven White Horses,Starbenders,2022-02-18,220816,36,0.512,0.000161,0.863,0.517,0.489,-5.762,0.0326,119.97,4,"['atlanta punk', 'glam punk']",34174,39
7zHiG2FFEpeGvBmJkgZzVv,Gila Monster,Gila Monster,King Gizzard & The Lizard Wizard,2023-05-16,275774,65,0.556,0.000297,0.959,0.0,0.523,-5.741,0.0738,125.027,4,"['australian psych', 'double drumming', 'microtonal', 'neo-psychedelic']",970592,64
3vTehy2tTrXyEeOieYFEAd,Applause,Applause,Liily,2022-12-16,164826,44,0.601,0.000349,0.873,2.28e-05,0.339,-4.211,0.0595,109.981,4,['modern alternative rock'],41475,36
2i6H4Pv8FAGamAIdftleDu,delirious,delirious,swim school,2023-02-01,171443,43,0.265,0.000513,0.756,0.925,0.187,-7.3,0.0465,181.091,4,['edinburgh indie'],7788,30
43DIL3TsfKObMfMGVRNC8z,Space Invader,Space Invader,Dexter and The Moonrocks,2023-02-03,233312,44,0.556,0.0205,0.644,8.27e-06,0.256,-8.558,0.0278,105.014,4,[],72310,48
48DUNYVEDqSI2hrJtpRnmO,Burn The Empire,Burn The Empire,The Snuts,2021-11-23,187786,37,0.244,0.000614,0.88,0.0,0.208,-4.448,0.141,75.402,3,"['britpop revival', 'scottish indie rock']",124936,53
3lZPoo1ZChb1CtEPtWQlhQ,Life Support,Life Support / Ms. Supernova,Friday Pilots Club,2023-02-09,191493,54,0.483,0.107,0.649,4.61e-06,0.0984,-6.254,0.0385,81.987,4,"['indie rockism', 'modern alternative rock']",54513,55
5IYHlgFTDYMiXzvYtUxUAK,Apologies,Apologies,The Hunna,2022-10-14,173276,32,0.527,0.00408,0.887,0.000119,0.11,-4.91,0.0855,164.943,4,['modern alternative rock'],247333,53
4PDJDIdWxNN1AlnbrKkoPf,Come Over (Again),Crawlers - EP,Crawlers,2021-10-29,254418,64,0.498,0.00393,0.713,0.0,0.0675,-7.738,0.0278,93.018,4,"['pov: indie', 'warrington indie']",145008,48
6QfxtR8b5iQYsv7zFsBuUv,SAY IT,SAY IT,NEW LANGUAGE,2023-02-10,161315,32,0.528,0.000202,0.851,0.000301,0.779,-6.163,0.0602,160.04,4,['modern alternative rock'],3068,22
30Yt23yIvh2IuxgjofSDC9,Don't Go Dark,Don't Go Dark,DREAMERS,2023-01-27,191993,41,0.568,0.0558,0.588,0.000941,0.0863,-12.542,0.0537,99.947,4,"['modern alternative rock', 'modern rock', 'pov: indie']",151290,55
06krSNKYuVOzGxzwqsWegk,Voodoo Science,Voodoo Science,Demob Happy,2023-01-25,189000,39,0.634,0.124,0.775,0.000287,0.358,-6.928,0.0693,119.964,4,"['brighton indie', 'english indie rock', 'modern alternative rock', 'newcastle indie']",41346,42
0wHkXSQBKPm0UxvdMffcJh,I Never Loved Myself Like I Loved You,-!- (Deluxe),Dead Poet Society,2021-12-03,261680,49,0.53,0.0037,0.97,0.0946,0.357,-6.249,0.067,111.875,4,"['boston indie', 'modern alternative rock']",107669,50
7znL77EO0Ezhze36hnK8uN,How Far Can You Push A Man?,How Far Can You Push A Man?,The Pale White,2023-04-28,243947,41,0.409,9.79e-05,0.927,0.000123,0.228,-5.3,0.0474,85.09,4,"['english indie rock', 'modern alternative rock', 'modern rock', 'newcastle indie', 'rock']",47412,38
7pFibnxpBbPhCtA3VthLAS,Choking,Nightmare Daydream,The Velveteers,2021-10-08,127093,34,0.603,0.174,0.842,0.0,0.436,-6.106,0.33,139.928,4,[],16609,30
0GBmIoWGlCsBghx7mOE0Ll,i heard they found you face down inside your living room,i heard they found you face down inside your living room,Can't Swim,2022-10-25,191548,39,0.23,0.000496,0.62,0.0,0.107,-5.307,0.0524,179.64,5,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'new jersey indie', 'pop punk']",65373,45
3ywsOYMTPzAOgS9q0rI1Pg,Hooves,Hooves,Sir Chloe,2023-02-23,163026,55,0.51,0.0303,0.824,0.0094,0.0813,-6.322,0.0701,159.946,4,"['indie pop', 'pov: indie']",585765,64
2xZRImWklE8cTFgcjAyHBc,Doom & Bloom,Doom & Bloom,Dude Safari,2021-09-17,265263,20,0.392,0.00093,0.909,0.0111,0.342,-4.194,0.0661,76.998,4,[],729,13
1asg5gvlIxDNECNn1GeaN5,Left Right Forward,Left Right Forward,STONE,2023-04-05,175116,39,0.5,0.0142,0.957,0.0,0.138,-3.921,0.297,149.742,4,['uk post-punk revival'],19861,35
5ZrE7guVgMc6Vjvri6aZYg,Leader of the Pack,Leader of the Pack,Wunderhorse,2022-07-14,183466,49,0.506,6.05e-05,0.967,0.195,0.0921,-4.464,0.0635,95.354,4,[],28787,45
6BsZx9FarJrLddTNu2k6pU,Typhoons,Typhoons,Royal Blood,2021-01-21,236933,51,0.601,0.000347,0.723,0.0011,0.346,-4.364,0.0384,114.991,4,"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",1531226,65
7E4WyTUxVkEnaBwtD3CSK4,Preacher,Preacher,Roe Kapara,2023-03-10,105000,53,0.439,0.183,0.779,0.0,0.233,-6.834,0.0724,111.896,4,[],67554,49
5W0pqbWqy3ek86f7CjHyR8,Car Crash,Car Crash,Low Lying Sun,2021-11-26,232584,29,0.405,0.00181,0.82,0.00257,0.147,-7.359,0.059,159.127,4,[],873,14
6qNMS8hywSVyaFcH3LqwEn,OK,OK,Black Honey,2023-02-15,224580,40,0.45,0.00102,0.775,7.44e-06,0.2,-5.775,0.0481,141.848,4,"['brighton indie', 'english indie rock', 'modern alternative rock']",89750,43
7HWbp4lGZ3vsG4n0BRWiUt,Eye For An Eye,Eye For An Eye,Loose Lips,2023-02-17,184931,34,0.538,4.98e-05,0.827,0.00277,0.0936,-4.142,0.0433,96.975,4,[],1166,23
4WNJmm4Xv8d0ELJgowypjT,This Won't Go Over Well,This Won't Go Over Well,The Haunt,2023-03-24,204197,40,0.455,0.000606,0.897,0.0,0.163,-4.278,0.0449,163.654,4,[],24517,45
7ouFT6g0ICscIRgocvQq0K,Rafters,Rafters,Yam Haus,2023-03-07,230915,41,0.39,3.77e-05,0.971,0.471,0.0941,-3.555,0.181,160.01,4,['wisconsin indie'],23068,39
54jvLVojOWiQRubRfKmZ2k,.intoodeep.,-!- (Deluxe),Dead Poet Society,2021-12-03,219906,57,0.595,0.000379,0.678,1.27e-05,0.354,-6.256,0.0417,124.925,4,"['boston indie', 'modern alternative rock']",107669,50
